0.47038853	0.7108536	0.684362	0.5928779	0.18649898	0.8147548	0.69417334	0.25696272	0.25403506	0.14186215	0.6637384	0.6826885	0.50433433	0.59668946	0.72544694	0.43119046	0.47020265	0.57540005	0.6345581	0.46380618	0.6726852	0.7281829	0.6985271	0.5890349	0.4292008	0.65616107	0.60022813	0.5604669	0.5812103	0.56837577	
0.41480148	0.2818898	0.6211368	0.52218884	0.14427495	0.52563584	0.36922002	0.37786058	0.6411541	0.077188246	0.6473028	0.5529519	0.6489174	0.62558866	0.63262445	0.7647329	0.7075949	0.68771523	0.7369738	0.57780147	0.7393692	0.61666673	0.57754934	0.55840933	0.7096836	0.6328435	0.75277287	0.58586997	0.5173527	0.71141404	
0.72939634	0.6914732	0.47576335	0.55465573	0.033125646	0.5230743	0.48419452	0.3221622	0.59904784	0.032243747	0.39323872	0.22928137	0.5408511	0.49733734	0.545044	0.46393186	0.5800939	0.29585448	0.45973283	0.43790206	0.33118692	0.47892916	0.43867645	0.38644558	0.67545384	0.5284618	0.51666284	0.45938626	0.61278313	0.47731572	
0.7261513	0.56930774	0.43954924	0.31055582	0.08800008	0.66113544	0.68377835	0.3030702	0.5536494	0.02812952	0.2904975	0.28514028	0.2807626	0.21884032	0.29711682	0.2720696	0.38366446	0.17392181	0.22912647	0.36731425	0.24938414	0.25135875	0.2683449	0.25065243	0.54070616	0.260469	0.3885977	0.351232	0.30777222	0.3068644	
0.6944796	0.6654001	0.4687434	0.5139152	0.17188405	0.8045541	0.53443927	0.36468828	0.5796225	0.15869975	0.18315174	0.26561087	0.25425646	0.31377307	0.22058628	0.22909914	0.2654347	0.14777988	0.3156313	0.3176084	0.19267431	0.22047924	0.22206222	0.15767002	0.4980281	0.2555065	0.21151142	0.2817205	0.20086232	0.21467708	
0.57829595	0.79946244	0.41756326	0.46168923	0.15524256	0.4762259	0.48648417	0.32202372	0.54173315	0.16596408	0.22291988	0.2914751	0.31967714	0.2563265	0.20463945	0.2939837	0.41347694	0.2389665	0.32734537	0.2931682	0.18973581	0.21467729	0.25954223	0.24644253	0.3783785	0.35151076	0.24186116	0.29784665	0.25551206	0.27364716	
0.5803941	0.4845939	0.25922227	0.30265293	0.30635652	0.5592472	0.24154153	0.39278868	0.40247804	0.18096395	0.45825574	0.3901771	0.38665745	0.39549243	0.37017983	0.40129614	0.64115024	0.44434205	0.48234823	0.3609167	0.3548325	0.4434685	0.2945006	0.39557433	0.5669222	0.4417422	0.4256272	0.2288952	0.3954846	0.36885512	
0.5311926	0.7469823	0.86445206	0.59544563	0.046739105	0.66355187	0.85753024	0.31403032	0.2061747	0.33649993	0.77244633	0.801278	0.71903	0.72976804	0.7487215	0.75331044	0.6803424	0.6639289	0.7879942	0.7537067	0.6840834	0.82190037	0.7743683	0.80461633	0.4808613	0.7469984	0.695344	0.76135087	0.78971523	0.7268553	
0.6783277	0.35263202	0.61852384	0.8406958	0.37216747	0.6232389	0.48535892	0.42226908	0.56302756	0.32167545	0.62422836	0.5172459	0.665891	0.77075213	0.71741074	0.7803023	0.5196431	0.7486811	0.61695015	0.6191264	0.71594393	0.63415176	0.78789246	0.72655046	0.6834634	0.81948215	0.84975696	0.6363853	0.70991504	0.8198159	
0.2797304	0.6267893	0.38380298	0.4392457	0.10477353	0.59689015	0.42705616	0.38269368	0.68532586	0.021441683	0.42962322	0.401115	0.35376924	0.59586746	0.4104917	0.40938187	0.36069542	0.43798575	0.48793593	0.39101636	0.42410022	0.5618475	0.49289525	0.5222715	0.8202046	0.5348316	0.5869708	0.29414704	0.49108213	0.47407526	
0.5999155	0.74084467	0.30331475	0.3322557	0.06279218	0.5017226	0.4958458	0.5077301	0.57152784	0.10990415	0.24176486	0.23701963	0.19360223	0.19779046	0.27753446	0.19105141	0.17093556	0.1178309	0.12022296	0.12612246	0.19618279	0.24043506	0.20389335	0.26379034	0.5233966	0.19539997	0.23865439	0.17887232	0.24008365	0.17861845	
0.67878914	0.4039703	0.31392768	0.38713405	0.02776568	0.69592667	0.39151147	0.6136317	0.6837981	0.06649844	0.21352974	0.20092162	0.1250265	0.17694116	0.25549263	0.18589571	0.15468302	0.12619191	0.27753448	0.21240534	0.15082103	0.20944895	0.21288168	0.16355327	0.28477076	0.14469486	0.15960708	0.16142048	0.17042975	0.18347172	
0.7360352	0.59294164	0.28628466	0.4070472	0.07202021	0.39406243	0.33509442	0.5581434	0.5093458	0.06578976	0.3365921	0.17879473	0.22619651	0.18806562	0.27886382	0.30484933	0.33343902	0.18900055	0.27066574	0.17729358	0.16730683	0.22981732	0.23890105	0.2371121	0.43152058	0.28229955	0.16928273	0.24488792	0.2092839	0.20896734	
0.7428982	0.2203719	0.335562	0.3123012	0.2106769	0.6903207	0.16212839	0.557282	0.31793156	0.054642167	0.49731112	0.4046539	0.38694325	0.39250827	0.49856007	0.42435482	0.49590883	0.3591571	0.47138357	0.34402087	0.48256174	0.5014999	0.4029414	0.4633425	0.5283371	0.3823247	0.30575913	0.31742185	0.4161869	0.3918742	
0.694526	0.3277531	0.7815224	0.46206138	0.078010164	0.28759387	0.7591539	0.24976303	0.31184718	0.059482727	0.6463488	0.6841391	0.77891254	0.6971142	0.7609723	0.74660265	0.7454242	0.7157153	0.8629255	0.7913153	0.5011906	0.75461525	0.6780693	0.84936875	0.42097288	0.70893764	0.69045246	0.80326235	0.7032426	0.65389174	
0.450173	0.53286684	0.5128378	0.51565766	0.20234038	0.705495	0.7348158	0.31595325	0.5450448	0.060449637	0.5826727	0.46045056	0.6364313	0.7735941	0.57225496	0.7349119	0.6029225	0.70910674	0.60864353	0.58308923	0.653156	0.5362693	0.6272468	0.7781959	0.6600859	0.82267934	0.8285109	0.63332486	0.66531235	0.8076775	
0.6584609	0.4675513	0.2776547	0.32599923	0.18799458	0.68645066	0.5440779	0.4876017	0.7612037	0.23244596	0.32453752	0.45165342	0.22852655	0.46280965	0.20265196	0.38612902	0.4064045	0.4663873	0.35073963	0.4061299	0.2387713	0.29343584	0.205249	0.33067504	0.35088572	0.5237326	0.31188363	0.16471314	0.46117046	0.39727008	
